Institution Code,Institution Name,City,State,Country,Institution Type,Field of study,Credential Level,Official Program Pass/Zone/Fail,Debt-to-Earnings Annual Rate,Debt (numerator),Annual Earnings (denominator),Debt-to-Earnings Annual Rate Pass/Fail/Zone,Debt-to-Earnings Discretionary Income Rate,Debt Discretionary Income Rate (numerator),Earnings Discretionary Income Rate (denominator),Debt-to-Earnings Discretionary Income Rate Pass/Fail/Zone,Mean  Annual Earnings From SSA,Median Annual Earnings from SSA,Field Study Grouped
1166,CITRUS COMMUNITY COLLEGE,GLENDORA,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,11990,PASS,0,0,0,PASS,11990,9064,Others
1176,WEST HILLS COMMUNITY COLLEGE,COALINGA,CA,United States,PUBLIC 2 TO 3 YEARS,PSYCHIATRIC/MENTAL HEALTH SERVICES TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.28,166,58091,PASS,0.41,166,40436,PASS,57103,58091,Health field
1177,COGSWELL POLYTECHNICAL COLLEGE,SAN JOSE,CA,United States,PROPRIETARY 4 YEARS OR MORE,"ANIMATION, INTERACTIVE TECHNOLOGY, VIDEO GRAPHICS AND SPECIAL EFFECTS.",03 - BACHELORS DEGREE,PASS,8.77,3051,34768,ZONE,17.82,3051,17113,PASS,34768,22613,Sciences
1185,COLLEGE OF THE REDWOODS,EUREKA,CA,United States,PUBLIC 2 TO 3 YEARS,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,47372,PASS,0,0,29717,PASS,44692,47372,Sciences
1185,COLLEGE OF THE REDWOODS,EUREKA,CA,United States,PUBLIC 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,38202,PASS,0,0,20547,PASS,38202,36226,Health field
1187,COLLEGE OF THE SISKIYOUS,WEED,CA,United States,PUBLIC 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.59,906,56677,PASS,2.32,906,39022,PASS,53546,56677,Health field
1197,EL CAMINO COLLEGE,TORRANCE,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,9365,PASS,0,0,0,PASS,9365,7199,Others
1197,EL CAMINO COLLEGE,TORRANCE,CA,United States,PUBLIC 2 TO 3 YEARS,CHILD DEVELOPMENT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,10717,PASS,0,0,0,PASS,10717,10236,Others
1199,FOOTHILL COLLEGE,LOS ALTOS HILLS,CA,United States,PUBLIC 4 YEARS OR MORE,PHYSICIAN ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.03,1279,123861,PASS,1.2,1279,106206,PASS,123861,123425,Others
1206,GOLDEN WEST COLLEGE,HUNTINGTON BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,13754,PASS,0,0,0,PASS,13754,11073,Others
1206,GOLDEN WEST COLLEGE,HUNTINGTON BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,REGISTERED NURSING/REGISTERED NURSE.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.67,471,70122,PASS,0.89,471,52467,PASS,70122,67010,Health field
1208,GROSSMONT COLLEGE,EL CAJON,CA,United States,PUBLIC 2 TO 3 YEARS,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,28614,PASS,0,0,10959,PASS,28614,20390,Economy and Business
1218,LOMA LINDA UNIVERSITY,LOMA LINDA,CA,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",DIAGNOSTIC MEDICAL SONOGRAPHY/SONOGRAPHER AND ULTRASOUND TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,4.43,3456,77900,PASS,5.73,3456,60245,PASS,75364,77900,Health field
1219,LONG BEACH CITY COLLEGE,LONG BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,26020,PASS,0,0,8365,PASS,26020,24840,Sciences
1219,LONG BEACH CITY COLLEGE,LONG BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,"HUMAN SERVICES, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,1.7,228,13347,PASS,100,228,0,FAIL,13347,12056,Others
1219,LONG BEACH CITY COLLEGE,LONG BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,"ELECTRICAL/ELECTRONICS EQUIPMENT INSTALLATION AND REPAIR, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,39981,PASS,0,0,22326,PASS,33473,39981,Others
1219,LONG BEACH CITY COLLEGE,LONG BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,AIRFRAME MECHANICS AND AIRCRAFT MAINTENANCE TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,43534,PASS,0,0,25879,PASS,40160,43534,Sciences
1219,LONG BEACH CITY COLLEGE,LONG BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,SUBSTANCE ABUSE/ADDICTION COUNSELING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.65,90,13691,PASS,100,90,0,FAIL,13337,13691,Others
1219,LONG BEACH CITY COLLEGE,LONG BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,REGISTERED NURSING/REGISTERED NURSE.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.88,638,72143,PASS,1.17,638,54488,PASS,64309,72143,Health field
1219,LONG BEACH CITY COLLEGE,LONG BEACH,CA,United States,PUBLIC 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,33571,PASS,0,0,15916,PASS,30436,33571,Health field
1223,LOS ANGELES CITY COLLEGE,LOS ANGELES,CA,United States,PUBLIC 2 TO 3 YEARS,CHILD DEVELOPMENT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,17085,PASS,0,0,0,PASS,17085,14878,Others
1224,LOS ANGELES HARBOR COLLEGE,WILMINGTON,CA,United States,PUBLIC 2 TO 3 YEARS,MECHANICAL ENGINEERING/MECHANICAL TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,83055,PASS,0,0,65400,PASS,83055,81426,Sciences
1226,LOS ANGELES PIERCE COLLEGE,WOODLAND HILLS,CA,United States,PUBLIC 2 TO 3 YEARS,CHILD CARE PROVIDER/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,17259,PASS,0,0,0,PASS,16207,17259,Others
1227,LOS ANGELES TRADE-TECHNICAL COLLEGE,LOS ANGELES,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,10112,PASS,0,0,0,PASS,10070,10112,Others
1227,LOS ANGELES TRADE-TECHNICAL COLLEGE,LOS ANGELES,CA,United States,PUBLIC 2 TO 3 YEARS,"COOKING AND RELATED CULINARY ARTS, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,14734,PASS,0,0,0,PASS,14734,14111,Others
1227,LOS ANGELES TRADE-TECHNICAL COLLEGE,LOS ANGELES,CA,United States,PUBLIC 2 TO 3 YEARS,"HEATING, VENTILATION, AIR CONDITIONING AND REFRIGERATION ENGINEERING TECHNOLOGY/TECHNICIAN.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,26832,PASS,0,0,9177,PASS,26832,16658,Sciences
1227,LOS ANGELES TRADE-TECHNICAL COLLEGE,LOS ANGELES,CA,United States,PUBLIC 2 TO 3 YEARS,ELECTRICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,29977,PASS,0,0,12322,PASS,27316,29977,Others
1227,LOS ANGELES TRADE-TECHNICAL COLLEGE,LOS ANGELES,CA,United States,PUBLIC 2 TO 3 YEARS,DIESEL MECHANICS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,40023,PASS,0,0,22368,PASS,38221,40023,Sciences
1227,LOS ANGELES TRADE-TECHNICAL COLLEGE,LOS ANGELES,CA,United States,PUBLIC 2 TO 3 YEARS,WELDING TECHNOLOGY/WELDER.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,20914,PASS,0,0,3259,PASS,20914,13908,Sciences
1233,SACRAMENTO CITY COLLEGE,SACRAMENTO,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,3.39,408,12015,PASS,100,408,0,FAIL,12015,11403,Others
1237,MERCED COMMUNITY COLLEGE,MERCED,CA,United States,PUBLIC 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,1,41248,PASS,0,1,23593,PASS,37078,41248,Health field
1238,MILLS COLLEGE,OAKLAND,CA,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",PRE-NURSING STUDIES.,01 - UNDERGRADUATE CERTIFICATE,PASS,2.59,1537,59234,PASS,3.69,1537,41579,PASS,59234,53236,Health field
1246,MT. SAN JACINTO COLLEGE,SAN JACINTO,CA,United States,PUBLIC 2 TO 3 YEARS,LICENSED PRACTICAL/VOCATIONAL NURSE TRAINING.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,31628,PASS,0,0,13973,PASS,30442,31628,Health field
1247,NAPA VALLEY COLLEGE,NAPA,CA,United States,PUBLIC 2 TO 3 YEARS,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,53631,PASS,0,0,35976,PASS,53631,53232,Sciences
1247,NAPA VALLEY COLLEGE,NAPA,CA,United States,PUBLIC 2 TO 3 YEARS,PSYCHIATRIC/MENTAL HEALTH SERVICES TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,54370,PASS,0,0,36715,PASS,46869,54370,Health field
1250,ORANGE COAST COLLEGE,COSTA MESA,CA,United States,PUBLIC 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,21731,PASS,0,0,4076,PASS,21731,16973,Health field
1266,LANEY COLLEGE,OAKLAND,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,18454,PASS,0,0,799,PASS,18454,15447,Others
1266,LANEY COLLEGE,OAKLAND,CA,United States,PUBLIC 2 TO 3 YEARS,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,16819,PASS,0,0,0,PASS,16819,10565,Economy and Business
1270,RIVERSIDE CITY COLLEGE,RIVERSIDE,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,16018,PASS,0,0,0,PASS,16018,14197,Others
1273,SAN DIEGO CITY COLLEGE,SAN DIEGO,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,13719,PASS,0,0,0,PASS,13719,11571,Others
1273,SAN DIEGO CITY COLLEGE,SAN DIEGO,CA,United States,PUBLIC 2 TO 3 YEARS,CHILD CARE PROVIDER/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,15241,PASS,0,0,0,PASS,15241,13820,Others
1273,SAN DIEGO CITY COLLEGE,SAN DIEGO,CA,United States,PUBLIC 2 TO 3 YEARS,SUBSTANCE ABUSE/ADDICTION COUNSELING.,01 - UNDERGRADUATE CERTIFICATE,PASS,3.91,545,13908,PASS,100,545,0,FAIL,13908,8372,Others
1280,SAN JOAQUIN DELTA COLLEGE,STOCKTON,CA,United States,PUBLIC 2 TO 3 YEARS,MECHANICAL ENGINEERING/MECHANICAL TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,33710,PASS,0,0,16055,PASS,33710,31044,Sciences
1282,SAN JOSE CITY COLLEGE,SAN JOSE,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,18992,PASS,0,0,1337,PASS,18992,18083,Others
1282,SAN JOSE CITY COLLEGE,SAN JOSE,CA,United States,PUBLIC 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,23649,PASS,0,0,5994,PASS,23649,23588,Health field
1286,SANTA MONICA COLLEGE,SANTA MONICA,CA,United States,PUBLIC 4 YEARS OR MORE,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,15367,PASS,0,0,0,PASS,15367,6303,Others
1286,SANTA MONICA COLLEGE,SANTA MONICA,CA,United States,PUBLIC 4 YEARS OR MORE,COMMERCIAL AND ADVERTISING ART.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,30988,PASS,0,0,13333,PASS,30988,29208,Others
1292,SOLANO COMMUNITY COLLEGE,FAIRFIELD,CA,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,16058,PASS,0,0,0,PASS,15050,16058,Others
1308,REEDLEY COLLEGE,REEDLEY,CA,United States,PUBLIC 2 TO 3 YEARS,CHILD CARE PROVIDER/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,12682,PASS,0,0,0,PASS,12682,11642,Others
1308,REEDLEY COLLEGE,REEDLEY,CA,United States,PUBLIC 2 TO 3 YEARS,AUTOMOBILE/AUTOMOTIVE MECHANICS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,20802,PASS,0,0,3147,PASS,20802,19696,Sciences
1308,REEDLEY COLLEGE,REEDLEY,CA,United States,PUBLIC 2 TO 3 YEARS,MACHINE TOOL TECHNOLOGY/MACHINIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,34059,PASS,0,0,16404,PASS,27932,34059,Sciences
1308,REEDLEY COLLEGE,REEDLEY,CA,United States,PUBLIC 2 TO 3 YEARS,DENTAL ASSISTING/ASSISTANT.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,16340,PASS,0,0,0,PASS,15607,16340,Health field
1308,REEDLEY COLLEGE,REEDLEY,CA,United States,PUBLIC 2 TO 3 YEARS,"ADMINISTRATIVE ASSISTANT AND SECRETARIAL SCIENCE, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,11360,PASS,0,0,0,PASS,11360,8603,Sciences
1313,"UNIVERSITY OF CALIFORNIA, DAVIS",DAVIS,CA,United States,PUBLIC 4 YEARS OR MORE,FAMILY PRACTICE NURSE/NURSING.,04 - POST BACCALAUREATE CERTIFICATE,PASS,3.12,3590,114781,PASS,3.69,3590,97126,PASS,112652,114781,Health field
1328,UNIVERSITY OF SOUTHERN CALIFORNIA,LOS ANGELES,CA,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",MUSIC TECHNOLOGY.,08 - GRADUATE CERTIFICATE,FAIL,22.56,5593,24781,FAIL,78.48,5593,7126,FAIL,24781,22793,Sciences
1335,VICTOR VALLEY COMMUNITY COLLEGE,VICTORVILLE,CA,United States,PUBLIC 2 TO 3 YEARS,AUTOMOBILE/AUTOMOTIVE MECHANICS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.78,120,15289,PASS,100,120,0,FAIL,15289,9143,Sciences
1335,VICTOR VALLEY COMMUNITY COLLEGE,VICTORVILLE,CA,United States,PUBLIC 2 TO 3 YEARS,REGISTERED NURSING/REGISTERED NURSE.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,77242,PASS,0,0,59587,PASS,74147,77242,Health field
1346,ARAPAHOE COMMUNITY COLLEGE,LITTLETON,CO,United States,PUBLIC 2 TO 3 YEARS,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,1.34,655,48591,PASS,2.11,655,30936,PASS,47297,48591,Sciences
1355,LAMAR COMMUNITY COLLEGE,LAMAR,CO,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,9.83,979,9950,ZONE,100,979,0,FAIL,9950,5172,Others
1361,NORTHEASTERN JUNIOR COLLEGE,STERLING,CO,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,10.56,1288,12188,ZONE,100,1288,0,FAIL,12188,8295,Others
1362,OTERO JUNIOR COLLEGE,LA JUNTA,CO,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,6.08,759,12476,PASS,100,759,0,FAIL,11341,12476,Others
1362,OTERO JUNIOR COLLEGE,LA JUNTA,CO,United States,PUBLIC 2 TO 3 YEARS,CRIMINAL JUSTICE/POLICE SCIENCE.,01 - UNDERGRADUATE CERTIFICATE,PASS,2.32,897,38637,PASS,4.27,897,20982,PASS,36217,38637,Sciences
1368,TRINIDAD STATE JUNIOR COLLEGE,TRINIDAD,CO,United States,PUBLIC 2 TO 3 YEARS,"COSMETOLOGY/COSMETOLOGIST, GENERAL.",01 - UNDERGRADUATE CERTIFICATE,PASS,0.73,82,11107,PASS,100,82,0,FAIL,11107,10357,Others
1368,TRINIDAD STATE JUNIOR COLLEGE,TRINIDAD,CO,United States,PUBLIC 2 TO 3 YEARS,MANUFACTURING ENGINEERING TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0,0,24203,PASS,0,0,6548,PASS,24203,21264,Sciences
1368,TRINIDAD STATE JUNIOR COLLEGE,TRINIDAD,CO,United States,PUBLIC 2 TO 3 YEARS,LINEWORKER.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.82,433,52725,PASS,1.23,433,35070,PASS,50828,52725,Others
1368,TRINIDAD STATE JUNIOR COLLEGE,TRINIDAD,CO,United States,PUBLIC 2 TO 3 YEARS,AUTOMOBILE/AUTOMOTIVE MECHANICS TECHNOLOGY/TECHNICIAN.,01 - UNDERGRADUATE CERTIFICATE,PASS,0.24,37,14980,PASS,100,37,0,FAIL,14589,14980,Sciences
1371,UNIVERSITY OF DENVER,DENVER,CO,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",NATURAL RESOURCES MANAGEMENT AND POLICY.,08 - GRADUATE CERTIFICATE,PASS,3.56,2129,59787,PASS,5.05,2129,42132,PASS,59787,55379,Management & Administration
1371,UNIVERSITY OF DENVER,DENVER,CO,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE","EDUCATIONAL LEADERSHIP AND ADMINISTRATION, GENERAL.",08 - GRADUATE CERTIFICATE,PASS,2.9,2308,79370,PASS,3.73,2308,61715,PASS,75701,79370,Education & Human Sciences
1371,UNIVERSITY OF DENVER,DENVER,CO,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",GEOGRAPHIC INFORMATION SCIENCE AND CARTOGRAPHY.,08 - GRADUATE CERTIFICATE,PASS,3.57,1940,54295,PASS,5.29,1940,36640,PASS,54295,53829,Sciences
1378,CENTRAL CONNECTICUT STATE UNIVERSITY,NEW BRITAIN,CT,United States,PUBLIC 4 YEARS OR MORE,SUPERINTENDENCY AND EDUCATIONAL SYSTEM ADMINISTRATION.,08 - GRADUATE CERTIFICATE,PASS,1.83,1732,94395,PASS,2.25,1732,76740,PASS,94395,91617,Education & Human Sciences
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,"LEGAL STUDIES, GENERAL.",03 - BACHELORS DEGREE,PASS,7.33,2637,35944,PASS,14.41,2637,18289,PASS,35944,33273,Others
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,LEGAL ASSISTANT/PARALEGAL.,01 - UNDERGRADUATE CERTIFICATE,PASS,5.35,1742,32503,PASS,11.73,1742,14848,PASS,32503,28219,Others
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,CRIMINAL JUSTICE/SAFETY STUDIES.,03 - BACHELORS DEGREE,PASS,4.74,2088,44000,PASS,7.92,2088,26345,PASS,44000,43119,Others
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,"HUMAN SERVICES, GENERAL.",03 - BACHELORS DEGREE,PASS,8.26,2754,33304,ZONE,17.59,2754,15649,PASS,33304,30657,Others
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,"HUMAN SERVICES, GENERAL.",05 - MASTERS DEGREE,PASS,4.91,2142,43597,PASS,8.25,2142,25942,PASS,43597,40389,Others
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS/COMMERCE, GENERAL.",05 - MASTERS DEGREE,PASS,4.13,2881,69661,PASS,5.53,2881,52006,PASS,69661,69009,Economy and Business
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",03 - BACHELORS DEGREE,PASS,4.4,2031,46107,PASS,7.13,2031,28452,PASS,46107,44053,Economy and Business
1401,POST UNIVERSITY,WATERBURY,CT,United States,PROPRIETARY 4 YEARS OR MORE,ACCOUNTING.,03 - BACHELORS DEGREE,PASS,4.95,2418,48778,PASS,7.76,2418,31123,PASS,47848,48778,Economy and Business
1406,SOUTHERN CONNECTICUT STATE UNIVERSITY,NEW HAVEN,CT,United States,PUBLIC 4 YEARS OR MORE,"EDUCATIONAL LEADERSHIP AND ADMINISTRATION, GENERAL.",08 - GRADUATE CERTIFICATE,PASS,1.42,1284,90235,PASS,1.76,1284,72580,PASS,90235,88600,Education & Human Sciences
1406,SOUTHERN CONNECTICUT STATE UNIVERSITY,NEW HAVEN,CT,United States,PUBLIC 4 YEARS OR MORE,SCHOOL PSYCHOLOGY.,08 - GRADUATE CERTIFICATE,PASS,3.15,1798,56977,PASS,4.57,1798,39322,PASS,55888,56977,Education & Human Sciences
1431,UNIVERSITY OF DELAWARE,NEWARK,DE,United States,PUBLIC 4 YEARS OR MORE,DIETETICS/DIETITIAN.,08 - GRADUATE CERTIFICATE,PASS,3.8,1763,46283,PASS,6.15,1763,28628,PASS,46283,45613,Others
1444,GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE","EDUCATIONAL LEADERSHIP AND ADMINISTRATION, GENERAL.",08 - GRADUATE CERTIFICATE,PASS,0,0,67600,PASS,0,0,49945,PASS,66112,67600,Education & Human Sciences
1448,HOWARD UNIVERSITY,WASHINGTON,DC,United States,"PRIVATE, NOT-FOR-PROFIT 4 YEARS OR MORE",DENTAL HYGIENE/HYGIENIST.,01 - UNDERGRADUATE CERTIFICATE,PASS,2.53,1726,67973,PASS,3.43,1726,50318,PASS,66906,67973,Health field
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,INFORMATION SCIENCE/STUDIES.,03 - BACHELORS DEGREE,PASS,4.84,3318,68436,PASS,6.53,3318,50781,PASS,68436,62383,Sciences
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,INFORMATION SCIENCE/STUDIES.,05 - MASTERS DEGREE,PASS,4.01,2817,70166,PASS,5.36,2817,52511,PASS,70166,67155,Sciences
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,COMPUTER SUPPORT SPECIALIST.,02 - ASSOCIATES DEGREE,PASS,7.64,3025,39583,PASS,13.79,3025,21928,PASS,39583,33048,Others
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,"EDUCATIONAL ADMINISTRATION AND SUPERVISION, OTHER.",05 - MASTERS DEGREE,PASS,7.35,2775,37731,PASS,13.82,2775,20076,PASS,37731,35907,Education & Human Sciences
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,CRIMINAL JUSTICE/LAW ENFORCEMENT ADMINISTRATION.,03 - BACHELORS DEGREE,PASS,7.36,2853,38720,PASS,13.54,2853,21065,PASS,38720,36633,Management & Administration
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,CRIMINAL JUSTICE/POLICE SCIENCE.,02 - ASSOCIATES DEGREE,ZONE,11.54,3080,26673,ZONE,34.15,3080,9018,FAIL,26673,24063,Sciences
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,PUBLIC ADMINISTRATION.,05 - MASTERS DEGREE,PASS,6.12,2856,46638,PASS,9.85,2856,28983,PASS,46638,41812,Management & Administration
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,"ECONOMICS, GENERAL.",03 - BACHELORS DEGREE,PASS,5.77,3213,55645,PASS,8.45,3213,37990,PASS,55645,42528,Economy and Business
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,HEALTH/HEALTH CARE ADMINISTRATION/MANAGEMENT.,05 - MASTERS DEGREE,PASS,6.32,2875,45454,PASS,10.34,2875,27799,PASS,45454,42256,Health field
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS/COMMERCE, GENERAL.",02 - ASSOCIATES DEGREE,ZONE,9.17,2900,31599,ZONE,20.79,2900,13944,ZONE,31599,28298,Economy and Business
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS/COMMERCE, GENERAL.",03 - BACHELORS DEGREE,PASS,7.08,3404,48067,PASS,11.19,3404,30412,PASS,48067,42891,Economy and Business
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",04 - POST BACCALAUREATE CERTIFICATE,PASS,3.52,1646,46630,PASS,5.68,1646,28975,PASS,46630,39581,Economy and Business
1459,STRAYER UNIVERSITY,WASHINGTON,DC,United States,PROPRIETARY 4 YEARS OR MORE,"BUSINESS ADMINISTRATION AND MANAGEMENT, GENERAL.",05 - MASTERS DEGREE,PASS,5.4,2835,52458,PASS,8.14,2835,34803,PASS,52458,49110,Economy and Business
